,,,source,author,title,description,url,urlToImage,publishedAt,content,category,country
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Navdeep Singh,"Sensex drops over 250 points on US debt ceiling concerns; Nifty below 18,600 - The Economic Times","Among Sensex stocks, SBI, Reliance, Tata Steel, IndusInd Bank, HDFC, ITC, and NTPC opened with cuts, while Tata Motors, HCL Tech, Asian Paints, Sun Pharma, Bharti Airtel, and Tech Mahindra opened higher.",https://economictimes.indiatimes.com/markets/stocks/news/sensex-drops-over-250-points-over-us-debt-ceiling-concerns-nifty-below-18600/articleshow/100637820.cms,"https://img.etimg.com/thumb/msid-100637880,width-1070,height-580,imgsize-13520,overlay-etmarkets/photo.jpg",2023-05-31T04:03:00Z,"Amid US debt deal concerns and weak manufacturing data from the world's second-largest economy China, Indian equity markets opened in the red on Wednesday. Investors also await India's GDP data, due â€¦ [+3418 chars]",business,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,"Stocks to buy today: Hero MotoCorp, IndusInd among top 5 short-term ideas for 31 May 2023 - Economic Times","The Indian market is expected to consolidate on Wednesday. Sensex increased, while Nifty50 closed above 18600 levels on Tuesday. India VIX was down over 2%, which gave comfort to the bulls to buy at any small declines. The options data suggests a trading rangâ€¦",https://economictimes.indiatimes.com/markets/stocks/news/stocks-to-buy-today-hero-motocorp-indusind-among-top-5-short-term-ideas-for-31-may-2023/articleshow/100637512.cms,"https://img.etimg.com/thumb/msid-100637504,width-1070,height-580,imgsize-992855,overlay-etmarkets/photo.jpg",2023-05-31T03:43:00Z,Indian market is likely to consolidate on Wednesday tracking mixed global cues. The S&amp;P BSE Sensex rose more than 100 points while the Nifty50 closed above 18600 levels on Tuesday.India VIX was dâ€¦ [+2010 chars],business,in
,,,"{'id': None, 'name': 'Moneycontrol'}",Abhishek Shingare,"Mazagon Dock Standalone March 2023 Net Sales at Rs 2,078.59 crore, up 48.85% Y-o-Y - Moneycontrol",,https://www.moneycontrol.com/news/business/earnings/mazagon-dock-standalone-march-2023-net-sales-at-rs-2078-59-crore-up-48-85-y-o-y-10705291.html,https://images.moneycontrol.com/static-mcnews/2017/04/shutterstock_310523045-462x435.jpg,2023-05-31T03:30:23Z,"Reported Standalone quarterly numbers for Mazagon Dock Shipbuilders are:Net Sales at Rs 2,078.59 crore in March 2023 up 48.85% from Rs. 1,396.43 crore in March 2022.
Quarterly Net Profit at Rs. 318.â€¦ [+403 chars]",business,in
,,,"{'id': None, 'name': 'DailyFX'}",Manish Jaradi,"Retreat in US Yields Supports Gold, But for How Long? XAU/USD, XAU/EUR Price Setups - DailyFX","Gold rose on Tuesday, tracking the decline in US Treasury yields after a deal in Washington to raise the governmentâ€™s debt ceiling. But is the short-term downtrend in the yellow metal over?",https://www.dailyfx.com/news/retreat-in-us-yields-supports-gold-but-for-how-long-xau-usd-xau-eur-price-setups-20230531.html,https://a.c-dn.net/b/4F2vJm/gold-bar-coin.jpg,2023-05-31T03:30:00Z,"<ul><li>XAU/USD is holding above crucial support, thanks to the retreat in US Treasury yields.</li><li>XAU/EUR has struggled at key resistance area.</li><li>What is the outlook and key levels to watcâ€¦ [+3872 chars]",business,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Bloomberg,Billionaire Anil Agarwal's chip dreams stymied as India set to deny funding - Indiatimes.com,India Business News: India's government is expected to refuse vital funding for Anil Agarwal's Vedanta Resources' semiconductor venture with Taiwan's Hon Hai Precision Ind,https://timesofindia.indiatimes.com/business/india-business/billionaire-anil-agarwals-chip-dreams-stymied-as-india-set-to-deny-funding/articleshow/100636394.cms,"https://static.toiimg.com/thumb/msid-100636426,width-1070,height-580,imgsize-20662,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-05-31T02:57:00Z,"Common Link Between Ajay Banga, Satya Nadella, Rana Daggubati, Asaduddin Owaisi",business,in
,,,"{'id': None, 'name': 'Moneycontrol'}",Moneycontrol News,Morning Scan: All the big stories to get you started for the day - Moneycontrol,A round-up of top newspaper stories to keep you ahead of others.,https://www.moneycontrol.com/news/business/morning-scan-all-the-big-stories-to-get-you-started-for-the-day-480-10704421.html,https://images.moneycontrol.com/static-mcnews/2023/04/morning-scan-8-770x431.jpg,2023-05-31T02:37:11Z,"#1. Indias growth momentum to continue amid cooling inflation, Reserve Bank says 
Indias growth momentum should sustain through 2023-24 due to easing prices and despite poor global macroeconomic conâ€¦ [+7401 chars]",business,in
,,,"{'id': None, 'name': 'CNBCTV18'}",Sudarshan Kumar,"Alstom wins Rs 30,000 crore manufacturing and maintenance bid for Vande Bharat trains - CNBCTV18",Bids for these Vande Bharat trains were called in July last year and were to open on February 15. But the closing bid date was extended till February 23 as the response remained tepid.,https://www.cnbctv18.com/business/vande-bharat-trains-alstom-wins-bid-tender-rs-30000-crore-manufacturing-maintenance-16812121.htm,https://images.cnbctv18.com/wp-content/uploads/2018/11/train-1019x573.jpg,2023-05-31T02:28:12Z,"homebusiness NewsAlstom wins Rs 30,000 crore manufacturing and maintenance bid for Vande Bharat trains
Bids for these Vande Bharat trains were called in July last year and were to open on February 1â€¦ [+1157 chars]",business,in
,,,"{'id': None, 'name': 'Moneycontrol'}",Sunil Shankar Matkar,"Trade Spotlight | Your strategy for India Cements, Birla Corporation, Orient Electric today - Moneycontrol","Birla Corporation shares rallied 7 percent to Rs 1,092, the highest closing level since September 20 last year and formed robust bullish candlestick pattern on the daily charts with significantly higher volumes. The stock has been making higher highs, higher â€¦",https://www.moneycontrol.com/news/business/markets/trade-spotlight-your-strategy-for-india-cements-birla-corporation-orient-electric-today-10704001.html,https://images.moneycontrol.com/static-mcnews/2023/04/sensex_nifty1-770x433.jpg,2023-05-31T01:49:43Z,"It was yet another volatile session for the market, but the up-move in the later part of the session helped the benchmark indices close higher for the fourth straight day on May 30. Traders and invesâ€¦ [+3416 chars]",business,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,India's growth momentum may continue in FY24: RBI - The Economic Times,"Inflation is already moderating and the external account is sound, the Reserve Bank of India (RBI) said, but the El Nino and its adverse impact on rainfall remain potential threats to macroeconomic stability and food prices. Furthermore, moderating global groâ€¦",https://economictimes.indiatimes.com/news/economy/indicators/indias-growth-momentum-may-continue-in-fy24-rbi/articleshow/100635020.cms,"https://img.etimg.com/thumb/msid-100635038,width-1070,height-580,imgsize-102762,overlay-economictimes/photo.jpg",2023-05-31T01:28:00Z,"Kolkata: India's standout growth momentum should sustain through this year of poor global economic expansion on moderating inflation, the central bank said in its annual report, attributing durabilitâ€¦ [+3258 chars]",business,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Correspondent,"Now, Metro tickets on WhatsApp for Airport line commuters - Hindustan Times",The commuters along this line will be able to book their QR code tickets via a chatbot on an official WhatsApp number of the DMRC. | Latest News Delhi,https://www.hindustantimes.com/cities/delhi-news/dmrc-launches-whatsapp-ticketing-service-for-airport-express-line-commuters-to-book-qr-code-tickets-seamlessly-101685472292648.html,https://www.hindustantimes.com/ht-img/img/2023/05/30/1600x900/The-users-will-receive-a-QR-code-ticket-directly-o_1685472289012.jpg,2023-05-30T18:44:52Z,Delhi Metro Rail Corporation (DMRC) on Tuesday launched a WhatsApp-based ticketing service for commuters on the Airport Express Line (AEL). The commuters along this line will be able to book their QRâ€¦ [+2113 chars],business,in
,,,"{'id': None, 'name': 'Livemint'}",Staff writer,Coal India raises price of non-coking coal | Mint - Mint,"The increase in prices would lead to incremental revenue of  â‚¹2,703 crore for the remaining period of the current fiscal (FY24).",https://www.livemint.com/companies/news/coal-india-raises-non-coking-coal-prices-by-8-after-approving-new-wage-agreement-for-non-executive-employees-in-new-delhi-11685469654707.html,https://www.livemint.com/lm-img/img/2023/05/30/600x338/On-26-January--Mintreported-CIL-is-weighing-increa_1685469648602.jpg,2023-05-30T18:00:54Z,"New Delhi: A week after approving its new wage agreement allowing higher allowances and benefits for non-executive employees, Coal India Ltd (CIL) raised the price of non-coking coal by 8%. In a reguâ€¦ [+700 chars]",business,in
,,,"{'id': None, 'name': 'Moneycontrol'}",Kayezad E Adajania,â€œSomethingâ€™s cooking:â€ SEBIâ€™s Buch signals bitter pill for unregistered investment advisors coming... - Moneycontrol,"With only about 1,000 registered investment advisors in India, SEBIâ€™s pursuit of unregistered investment advisors appears to be slack. However, the SEBI chairperson indicated a solution is expected soon.",https://www.moneycontrol.com/news/business/personal-finance/sebi-madhabi-puri-buch-regulations-to-catch-unregistered-investment-advisors-coming-soon-10703871.html,https://images.moneycontrol.com/static-mcnews/2023/03/Buch1-770x351.png,2023-05-30T17:42:54Z,"Indias capital market regulator is preparing norms or a mechanism that will likely bring unregistered investment advisors in its ambit.
Somethings cooking. Wait for some time, Madhabi Puri Buch, chaâ€¦ [+2551 chars]",business,in
,,,"{'id': None, 'name': 'Moneycontrol'}",Moneycontrol News,Nvidia CEO Jensen Huang reveals 3 times the $1 trillion-market-cap company nearly died - Moneycontrol,"CEO Jensen Huang said, 'Confronting our mistake and, with humility, asking for help saved Nvidia.'",https://www.moneycontrol.com/news/trends/nvidia-ceo-jensen-huang-reveals-3-times-the-1-trillion-market-cap-company-nearly-died-10703251.html,https://images.moneycontrol.com/static-mcnews/2023/05/Collage-Maker-29-May-2023-07-14-PM-8727-770x433.jpg,2023-05-30T16:23:02Z,"Jensen Huang, the 60-year-old founder and president of Nvidia, recently shared three mantras that helped them cross $1 trillion market cap to become theÂ world's most valuable listed semiconductor comâ€¦ [+2090 chars]",business,in
,,,"{'id': None, 'name': 'BusinessLine'}",BusinessLine,"SAIL readying â‚¹1,00,000 cr capex plans - BusinessLine",,https://www.thehindubusinessline.com/companies/sail-readying-100000-cr-capex-plans/article66912171.ece,,2023-05-30T15:14:37Z,,business,in
,,,"{'id': None, 'name': 'NDTV News'}",,RBI Working On Payment System For Critical Transactions During Catastrophic Events - NDTV Profit,"Reserve Bank of India is working on a light weight and portable payment system, a ""bunker equivalent in payment systems"", that can be used for critical transactions during catastrophic events like natural calamities and war.",https://www.ndtv.com/business/rbi-working-on-payment-system-for-critical-transactions-during-catastrophic-events-4079879,https://c.ndtvimg.com/2022-04/ub0q6qdc_rbi-reuters-reserve-bank-of-india-reuters_625x300_30_April_22.jpg,2023-05-30T14:41:32Z,"RBI working on portable payment system for critical transactions during catastrophic events
Mumbai: Reserve Bank of India is working on a light weight and portable payment system, a ""bunker equivaleâ€¦ [+2531 chars]",business,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,Government notifies second phase of PLI scheme for IT hardware - The Economic Times,"â€‹â€‹The revised scheme was notified at the Gazette after the union cabinet approved the scheme on May 17. The new scheme will extend an average incentive of around 5% to make laptops, tablets, all-in-one PCs, servers, and Ultra Small Form Factors (USFF) in Indiâ€¦",https://economictimes.indiatimes.com/industry/cons-products/electronics/government-notifies-second-phase-of-pli-scheme-for-it-hardware/articleshow/100627234.cms,"https://img.etimg.com/thumb/msid-100627606,width-1070,height-580,imgsize-5726,overlay-economictimes/photo.jpg",2023-05-30T14:25:00Z,"The government Tuesday notified the second phase of the production-linked incentive (PLI) scheme for IT hardware with a budgetary outlay of Rs 17,000 crore, more than doubling the incentives in the iâ€¦ [+3084 chars]",business,in
,,,"{'id': None, 'name': 'Livemint'}",Livemint,Nvidia becomes first US chipmaker valued at over $1 trillion; joins exclusive FAANG group | Mint - Mint,"Nvidia's shares rose about 25 per cent last week sparking a rally in AI-related stocks and boosted other chipmakers, helping the Philadelphia SE Semiconductor index close on Friday at its highest in over a year.",https://www.livemint.com/market/stock-market-news/nvidia-becomes-first-us-chipmaker-valued-at-over-1-trillion-joins-exclusive-faang-group-11685451115730.html,https://www.livemint.com/lm-img/img/2023/05/30/600x338/NVIDIA-SUPERCOMPUTING--0_1685049466598_1685452216233.JPG,2023-05-30T13:42:44Z,"Nvidia Corp on May 30 breached $1 trillion in market capitalization, making it the first US chipmaker to join the trillion-dollar club. The gaming and AI chip company, whose shares rose 3.8 per cent â€¦ [+2724 chars]",business,in
,,,"{'id': None, 'name': 'Moneycontrol'}",S.N.Thyagarajan,Go First Case: IRP argues Delhi HC can't decide on aircraft lessors' plea - Moneycontrol,"King's Counsel Harish Salve, representing the IRP, argued that the aircraft lessors have initiated 'parallel proceedings' despite clear directive from the NCLAT asking them to approach the National Company Law Tribunal (NCLT) on the status of aircrafts where â€¦",https://www.moneycontrol.com/news/trends/legal/go-first-case-irp-argues-delhi-hc-cant-decide-on-aircraft-lessors-plea-10701311.html,https://images.moneycontrol.com/static-mcnews/2023/05/go-first-rep-770x433.jpg,2023-05-30T11:50:49Z,The Interim Resolution Professional (IRP) for Go First argued on May 30th that the airline's cash-strapped situation led its lessors to approach the Delhi High Court instead of availing the remedy toâ€¦ [+3248 chars],business,in
,,,"{'id': None, 'name': 'BusinessLine'}",BusinessLine,Wipro sees two more top-level exits - BusinessLine,,https://www.thehindubusinessline.com/companies/wipro-sees-two-more-top-level-exits/article66911499.ece,,2023-05-30T11:30:15Z,,business,in
,,,"{'id': None, 'name': 'Business Insider India'}",Malini Bhupta,"RBIâ€™s gold holdings jump over 17% to a whopping â‚¹2,30,734 crore - Business Insider India","In the last financial year (FY23), RBI increased its gold holdings, shows its annual report. This even as gold imports dropped by 24% in the same period.This",https://www.businessinsider.in/finance/news/rbis-gold-holdings-jump-over-17-to-a-whopping-230734-crore/articleshow/100622912.cms,https://www.businessinsider.in/photo/100622912/rbis-gold-holdings-jump-over-17-to-a-whopping-230734-crore.jpg?imgsize=85128,2023-05-30T11:10:00Z,Higher prices may have curbed gold imports but a closer look at the Reserve Bank of Indiaâ€™s annual report shows that Indiaâ€™s central bank increased its bullion holdings in the financial year gone by.â€¦ [+3052 chars],business,in
,,,"{'id': 'the-hindu', 'name': 'The Hindu'}",The Hindu,Go First now cancels all scheduled flights till June 4 - The Hindu,,https://www.thehindu.com/business/go-first-now-cancels-all-scheduled-flights-till-june-4/article66911582.ece,,2023-05-30T10:47:00Z,,business,in
,,,"{'id': None, 'name': 'News18'}",Namit Singh Sengar,"Banking Sector Frauds Rose In FY23, Amount Involved Halved: RBI Data - News18",The amount involved in frauds that occurred in previous financial years formed 93.7 per cent of the frauds reported in 2021-22 in terms of value.,https://www.news18.com/business/banking-sector-frauds-in-india-7956145.html,https://images.news18.com/ibnlive/uploads/2023/05/rbi-1200-900-168544135216x9.png,2023-05-30T10:10:47Z,"The number of frauds in the banking sector went up to 13,530 in 2022-23 year-on-year, but the amount involved nearly halved at Rs 30,252 crore, showed a Reserve Bank data released on Tuesday. Frauds â€¦ [+2640 chars]",business,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reuters,V-Guard Q4 Results: Net profit falls 41% YoY to Rs 52.73 crore on loss in consumer durables - The Economic Times,"Despite revenue from operations surging by over 7% to Rs 11.4bn, or Sunflame's Rs 80m pre-tax profit in the same period, outperforming other segments, pre-tax profits for both the electronic and electrical segments have fallen, dropping by almost 25% and almoâ€¦",https://economictimes.indiatimes.com/markets/stocks/earnings/v-guard-q4-results-net-profit-falls-41-yoy-to-rs-52-73-crore-on-loss-in-consumer-durables/articleshow/100620669.cms,"https://img.etimg.com/thumb/msid-100621384,width-1070,height-580,imgsize-14912,overlay-etmarkets/photo.jpg",2023-05-30T10:10:00Z,"Electronic products manufacturer V-Guard Industries reported a 41% fall in its fourth-quarter profit on Tuesday, dragged by a loss in the consumer durables segment.The Kochi-based company's consolidaâ€¦ [+1177 chars]",business,in
,,,"{'id': None, 'name': 'Livemint'}",Asit Manohar,Titan share price hits record high. Rekha Jhunjhunwala's net worth jumps â‚¹2400 crore in two months | Mint - Mint,"Rekha Jhunjhunwala's portfolio: Titan share price has seen 65% increase in last two months, hitting a lifetime high of  â‚¹2,841.90 per share today",https://www.livemint.com/market/stock-market-news/titan-share-price-hits-record-high-rekha-jhunjhunwalas-net-worth-jumps-rs-2400-crore-in-two-months-11685439137757.html,https://www.livemint.com/lm-img/img/2023/05/30/600x338/Rakesh_Jhunjhunwala_portfolio_Titan_share_price_1685439406396_1685439406624.jpg,2023-05-30T09:42:27Z,"Rekha Jhunjhunwala portfolio: Titan company shares have been in uptrend after bottoming out in mid of March 2023. Titan share price today opened upside and went on to hit life-time high of 2,841.90 pâ€¦ [+1923 chars]",business,in
,,,"{'id': None, 'name': 'Financial Express'}",The Financial Express,Royal Enfield Hunter 350 gets second price hike: New vs old price list - The Financial Express,,https://www.financialexpress.com/auto/bike-news/royal-enfield-hunter-350-gets-second-price-hike-new-vs-old-price-list/3107552/,,2023-05-30T09:25:00Z,,business,in
,,,"{'id': None, 'name': 'The Indian Express'}",The Indian Express,"â€˜Was I-T department also forced to sleep on the jobâ€™: Congress cites Express report on Adani, reiterates demand for JPC - The Indian Express",,https://indianexpress.com/article/india/adani-linked-funds-sebi-congress-jpc-8636608/,,2023-05-30T08:41:29Z,,business,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Akash Podishetti,ITC shares gain on ex-dividend day amid reports of hotels demerger proposal - Economic Times,"Shares of ITC, India's conglomerate, have surged over 2% in intraday trade on Tuesday to Rs 449.85 per share, hitting multiple record highs in recent months. The company has proposed demerging its hotel business, which recorded a bumper revenue growth of 99% â€¦",https://economictimes.indiatimes.com/markets/stocks/news/itc-shares-gain-on-ex-dividend-day-amid-reports-of-hotels-demerger-proposal/articleshow/100617586.cms,"https://img.etimg.com/thumb/msid-100617649,width-1070,height-580,imgsize-2166,overlay-etmarkets/photo.jpg",2023-05-30T08:39:00Z,Shares of ITC rose over 2% in intraday day trade on Tuesday at Rs 449.85 apiece on NSE. The shares have been on a continuous upward trend for the last few months and hit multiple record highs during â€¦ [+1715 chars],business,in
,,,"{'id': None, 'name': 'CNBCTV18'}",Meghna Sen,Nifty heading towards all-time high in June: Experts recommend these stocks to buy - CNBCTV18,"Going forward in June, analysts expect the Nifty 50 index to challenge a lifetime high and test the levels of 18,900. The analysts have presented their views on some of the sectors that could be in focus. According to the brokerage, sectors like BFSI, IT, reaâ€¦",https://www.cnbctv18.com/market/nifty-heading-all-time-high-levels-in-june-it-bank-stocks-to-buy-top-picks-key-sectors-16803411.htm,https://images.cnbctv18.com/wp-content/uploads/2023/05/nifty-50-1-1019x573.png,2023-05-30T08:00:27Z,"homemarket NewsNifty heading towards all time high in June: Experts recommend these stocks to buy
Going forward in June, analysts expect the Nifty 50 index to challenge a lifetime high and test the â€¦ [+897 chars]",business,in
,,,"{'id': None, 'name': 'Moneycontrol'}",Moneycontrol News,"Confident that TCS' best years are ahead, outgoing CEO Rajesh Gopinathan says in his farewell note to... - Moneycontrol","Rajesh Gopinathan will stay on till September to smooth over the transition for his successor, K Krithivasan, who takes over the mantle of CEO on June 1.",https://www.moneycontrol.com/news/business/confident-that-tcs-best-years-are-ahead-outgoing-ceo-rajesh-gopinathan-says-in-his-farewell-note-to-employees-10696861.html,https://images.moneycontrol.com/static-mcnews/2023/03/Rajesh-Gopinathan-TCS-770x433.jpg,2023-05-30T07:03:58Z,"Tata Consultancy Services outgoing CEO Rajesh Gopinathan penned an emotional note to employees as he prepares to step down on May 31, after six years at the helm of the company. In a note sent on Mayâ€¦ [+3593 chars]",business,in
